Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f5435bb2bd8>.xid
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007f5435c09ff0>.ofp_version
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007f5435c09ff0>.message_type
  0.00   779.73      0.00        5     0.00     0.00  #<BinData::Struct:0x007f5435ae0ef8>.reason
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f5435beb258>.total_len
  0.00   779.73      0.00        6     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f5434ec6fa0>.body
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f5435beb258>.raw_data
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f54359b6910>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54359e08f0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::EtherTypeParser:0x007f5435a754a0>.ether_type
  0.00   779.73      0.00       25     0.00     0.00  #<BinData::Struct:0x007f543565ddb8>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435723b58>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54356ee408>.octets
  0.00   779.73      0.00        7     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.ether_type
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435680778>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.ip_header_length
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f5435beb258>.in_port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.source_mac
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.destination_mac
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.ip_type_of_service
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.ip_protocol
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.ip_source_address
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.ip_destination_address
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.transport_source_port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f543582ad80>.transport_destination_port
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435178938>.flags=
  0.00   779.73      0.00       96     0.00     0.00  #<BinData::Struct:0x007f5435178938>.flags
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435046b78>.octets=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f5435046b78>.octets
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434f831f0>.octets=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f5434f831f0>.octets
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434f05160>.octets=
  0.00   779.73      0.00       27     0.00     0.00  #<BinData::Struct:0x007f5434f05160>.octets
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f5435281b18>.wildcards
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f543437c0a0>.octets=
  0.00   779.73      0.00       31     0.00     0.00  #<BinData::Struct:0x007f543437c0a0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f5435beb258>.buffer_id
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434062978>.port=
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f5434062978>.port
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002fc4a70>.xid=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x00000002fc4a70>.xid
  0.00   779.73      0.00        8     0.00     0.00  #<BinData::Struct:0x00000002f2c680>.match=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x00000002f2c680>.match
  0.00   779.73      0.00       79     0.00     0.00  #<BinData::Struct:0x007f54353e4a50>.octets
  0.00   779.73      0.00       72     0.00     0.00  #<BinData::Struct:0x007f5435370da8>.flags
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435b9d7b0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f543586a110>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f543546b3e8>.octets
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x00000001babb88>.wildcards
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54350b9650>.command=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f54350b9650>.command
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f5434efe428>.binary=
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434efe428>.binary
  0.00   779.73      0.00       11     0.00     0.00  #<BinData::Struct:0x007f5435aeef80>.port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f5435bb1cd8>.action_length
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x00000003139108>.body
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Body:0x00000002f5fc38>.actions
  0.00   779.73      0.00       12     0.00     0.00  #<BinData::Struct:0x007f5435aeef80>.port=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435370da8>.flags=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435b9d7b0>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f543586a110>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f543546b3e8>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54353e4a50>.octets=
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434f5d0e0>.flags
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5434f5d0e0>.flags=
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f54354e0e90>.xid
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007f5435563958>._length
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435409940>.xid
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007f5435476c70>.message_type
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f54352990d8>.xid
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007f54352be7c0>.ofp_version
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007f54352be7c0>.message_type
  0.00   779.73      0.00        5     0.00     0.00  #<BinData::Struct:0x007f54351f5708>.reason
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f54352bc088>.total_len
  0.00   779.73      0.00        6     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f543537cea0>.body
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f54352bc088>.raw_data
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f5435081520>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54350c6990>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::EtherTypeParser:0x007f5435154f38>.ether_type
  0.00   779.73      0.00       25     0.00     0.00  #<BinData::Struct:0x0000000308e988>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5434ef5058>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5434edb0b8>.octets
  0.00   779.73      0.00        7     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.ether_type
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x000000030c6bd0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.ip_header_length
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f54352bc088>.in_port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.source_mac
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.destination_mac
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.ip_type_of_service
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.ip_protocol
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.ip_source_address
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.ip_destination_address
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.transport_source_port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5434f65da8>.transport_destination_port
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x00000002e6a490>.flags=
  0.00   779.73      0.00       96     0.00     0.00  #<BinData::Struct:0x00000002e6a490>.flags
  0.00   779.73      0.00        3     0.00     3.33  #<BinData::Struct:0x000000025735f8>.octets=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x000000025735f8>.octets
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x000000022ee1e8>.octets=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x000000022ee1e8>.octets
  0.00   779.73      0.00        3     0.00     6.67  #<BinData::Struct:0x007f543553f5a8>.octets=
  0.00   779.73      0.00       27     0.00     0.00  #<BinData::Struct:0x007f543553f5a8>.octets
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x00000003013940>.wildcards
  0.00   779.73      0.00        3     0.00     6.67  #<BinData::Struct:0x007f54350f1a50>.octets=
  0.00   779.73      0.00       31     0.00     0.00  #<BinData::Struct:0x007f54350f1a50>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f54352bc088>.buffer_id
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54358567f0>.port=
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f54358567f0>.port
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54353968f0>.xid=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f54353968f0>.xid
  0.00   779.73      0.00        8     0.00     1.25  #<BinData::Struct:0x007f54351a6b30>.match=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f54351a6b30>.match
  0.00   779.73      0.00       72     0.00     0.14  #<BinData::Struct:0x007f54359c9e70>.flags
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54359aa610>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435948a78>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54358dbbf8>.octets
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f5435ada940>.wildcards
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435451a88>.command=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f5435451a88>.command
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f543537db20>.binary=
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f543537db20>.binary
  0.00   779.73      0.00       11     0.00     0.00  #<BinData::Struct:0x007f54351d1a10>.port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f54352523b8>.action_length
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f543570c1d8>.body
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Body:0x007f54352c98c8>.actions
  0.00   779.73      0.00       12     0.00     0.00  #<BinData::Struct:0x007f54351d1a10>.port=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54359c9e70>.flags=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54359aa610>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435948a78>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54358dbbf8>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54358c2040>.octets=
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54353a3e10>.flags
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54353a3e10>.flags=
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f54341a1fc8>.xid
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007f5434253020>._length
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f543404ba98>.xid
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007f543410c630>.message_type
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002fa24e8>.xid
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x0000000301c950>.ofp_version
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x0000000301c950>.message_type
  0.00   779.73      0.00        5     0.00     0.00  #<BinData::Struct:0x00000002eb8348>.reason
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000003006fd8>.total_len
  0.00   779.73      0.00        6     0.00     1.67  #<Pio::OpenFlow10::PacketIn::Format:0x00000003118250>.body
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000003006fd8>.raw_data
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x00000002598808>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x00000002de4ae8>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::EtherTypeParser:0x00000002e3b438>.ether_type
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435b1bc38>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54357ebd88>.octets
  0.00   779.73      0.00        7     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.ether_type
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f543530f530>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.ip_header_length
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000003006fd8>.in_port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.source_mac
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.destination_mac
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.ip_type_of_service
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.ip_protocol
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.ip_source_address
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.ip_destination_address
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.transport_source_port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000001d4ee40>.transport_destination_port
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434fa37e8>.flags=
  0.00   779.73      0.00       96     0.00     0.10  #<BinData::Struct:0x007f5434fa37e8>.flags
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435bea808>.octets=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f5435bea808>.octets
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435aed9a0>.octets=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f5435aed9a0>.octets
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54359aa138>.octets=
  0.00   779.73      0.00       27     0.00     0.00  #<BinData::Struct:0x007f54359aa138>.octets
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f54352f9e60>.wildcards
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54357f12b0>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x00000003006fd8>.buffer_id
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54355ecc58>.port=
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f54355ecc58>.port
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54354e1548>.xid=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f54354e1548>.xid
  0.00   779.73      0.00        8     0.00     0.00  #<BinData::Struct:0x007f5435477b20>.match=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f5435477b20>.match
  0.00   779.73      0.00       79     0.00     0.00  #<BinData::Struct:0x007f5434f53bd0>.octets
  0.00   779.73      0.00       72     0.00     0.00  #<BinData::Struct:0x007f5435032718>.flags
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54350068c0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5434fdd9c0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5434f80d88>.octets
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f543512af30>.wildcards
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434079948>.command=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f5434079948>.command
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003078890>.binary=
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003078890>.binary
  0.00   779.73      0.00       11     0.00     0.00  #<BinData::Struct:0x00000002e46220>.port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x00000002ec3bf8>.action_length
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f5435578b00>.body
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Body:0x007f543549b098>.actions
  0.00   779.73      0.00       12     0.00     0.83  #<BinData::Struct:0x00000002e46220>.port=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435032718>.flags=
  0.00   779.73      0.00        1     0.00    10.00  #<BinData::Struct:0x007f54350068c0>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5434fdd9c0>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5434f80d88>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5434f53bd0>.octets=
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x000000030f1ce0>.flags
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x000000030f1ce0>.flags=
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f543593fdd8>.xid
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007f5435a16b58>._length
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435593838>.xid
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeaderParser:0x007f54357b3960>.message_type
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f543514a538>.xid
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007f54351a6928>.ofp_version
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlowHeader:0x007f54351a6928>.message_type
  0.00   779.73      0.00        5     0.00     0.00  #<BinData::Struct:0x007f5434fa03e0>.reason
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f54351a41c8>.total_len
  0.00   779.73      0.00        6     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f54353360b8>.body
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f54351a41c8>.raw_data
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f5435b7f4e0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f5435bdd568>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::EtherTypeParser:0x007f5434ec6870>.ether_type
  0.00   779.73      0.00       25     0.00     0.00  #<BinData::Struct:0x007f54357f1a08>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54358c0c18>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f54358963a0>.octets
  0.00   779.73      0.00        7     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.ether_type
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x007f543580bca0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.ip_header_length
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f54351a41c8>.in_port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.source_mac
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.destination_mac
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.ip_type_of_service
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.ip_protocol
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.ip_source_address
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.ip_destination_address
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.transport_source_port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f5435a55ad8>.transport_destination_port
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435319cd8>.flags=
  0.00   779.73      0.00       96     0.00     0.00  #<BinData::Struct:0x007f5435319cd8>.flags
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54351eb488>.octets=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f54351eb488>.octets
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5435107e68>.octets=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f5435107e68>.octets
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434fc1bf8>.octets=
  0.00   779.73      0.00       27     0.00     0.00  #<BinData::Struct:0x007f5434fc1bf8>.octets
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f54354772d8>.wildcards
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f5434ee3128>.octets=
  0.00   779.73      0.00       31     0.00     0.00  #<BinData::Struct:0x007f5434ee3128>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Body:0x007f54351a41c8>.buffer_id
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f543422a440>.port=
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f543422a440>.port
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54340dce30>.xid=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f54340dce30>.xid
  0.00   779.73      0.00        8     0.00     0.00  #<BinData::Struct:0x007f543403f518>.match=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f543403f518>.match
  0.00   779.73      0.00       72     0.00     0.00  #<BinData::Struct:0x000000021ee130>.flags
  0.00   779.73      0.00        1     0.00    10.00  #<BinData::Struct:0x00000001d575e0>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x00000001c57938>.octets
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x000000018c7c50>.octets
  0.00   779.73      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x0000000259ac20>.wildcards
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f54353d3890>.command=
  0.00   779.73      0.00        2     0.00     0.00  #<BinData::Struct:0x007f54353d3890>.command
  0.00   779.73      0.00        4     0.00     0.00  #<BinData::Struct:0x007f543514ace0>.binary=
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f543514ace0>.binary
  0.00   779.73      0.00       11     0.00     0.00  #<BinData::Struct:0x007f5435c2a4d0>.port
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f5434f00b60>.action_length
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f54341a3d78>.body
  0.00   779.73      0.00        1     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Body:0x007f543407ae38>.actions
  0.00   779.73      0.00       12     0.00     0.00  #<BinData::Struct:0x007f5435c2a4d0>.port=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x000000021ee130>.flags=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x00000001d575e0>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x00000001c57938>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x000000018c7c50>.octets=
  0.00   779.73      0.00        1     0.00     0.00  #<BinData::Struct:0x000000015ca8e0>.octets=
  0.00   779.73      0.00        3     0.00     0.00  #<BinData::Struct:0x007f543519aa88>.flags
